Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation,ProdTaken
38,2,3,2,0,17844,4,1,6,Self Enquiry,2,Salaried,Male,Divorced,0,1,Executive,0
36,4,3,3,3,21250,3,4,15,Self Enquiry,3,Salaried,Female,Married,0,1,Executive,0
35,3,4,3,1,27299,1,5,16,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
45,4,3,3,3,20689,4,2,9,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
28,2,4,2,0,17596,4,4,6,Company Invited,1,Small Business,Male,Married,0,0,Executive,1
34,3,3,2,0,20337,3,2,27,Self Enquiry,3,Salaried,Male,Single,0,1,Manager,0
43,2,3,2,0,20257,3,4,16,Company Invited,1,Salaried,Female,Married,0,0,Manager,0
29,4,5,3,3,21874,3,5,26,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
39,3,3,2,1,23413,5,4,7,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
30,4,3,3,1,27298,4,5,26,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
54,4,3,2,3,28847,5,5,9,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,1
31,2,3,4,0,20915,3,3,13,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
51,3,3,4,1,22368,3,5,7,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
44,3,3,6,2,24240,1,4,7,Company Invited,1,Salaried,Female,Married,0,1,Manager,0
53,2,3,5,0,27965,1,4,6,Company Invited,1,Small Business,Female,Married,1,0,AVP,0
38,3,4,1,2,24924,5,3,20,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
38,2,3,2,0,17610,3,1,13,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
23,3,5,4,2,17322,3,3,8,Self Enquiry,3,Large Business,Male,Married,0,1,Executive,0
56,2,3,2,0,21306,3,3,6,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
32,3,3,1,1,18068,5,3,8,Company Invited,1,Salaried,Male,Single,0,1,Executive,0
30,4,5,3,1,20787,4,5,11,Self Enquiry,1,Large Business,Female,Married,0,0,Executive,0
29,2,4,2,0,17297,1,3,16,Self Enquiry,3,Small Business,Male,Married,0,1,Executive,0
40,3,3,2,1,22580,5,4,26,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
31,3,4,2,1,21661,2,4,14,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Executive,0
32,3,3,3,2,27024,5,4,12,Self Enquiry,3,Large Business,Male,Married,0,0,Manager,0
51,3,3,5,2,23406,1,4,7,Company Invited,3,Salaried,Male,Unmarried,1,1,Manager,1
36,4,4,3,1,20700,3,4,32,Company Invited,1,Salaried,Female,Married,1,0,Executive,1
32,4,3,4,1,26839,5,4,23,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,1
27,2,4,2,0,17863,1,4,28,Company Invited,2,Salaried,Female,Married,0,1,Executive,1
28,3,4,2,2,21549,1,5,35,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager,0
53,2,3,4,0,33606,2,3,13,Self Enquiry,1,Small Business,Female,Married,0,1,VP,0
36,2,3,5,1,20079,3,3,14,Company Invited,3,Large Business,Male,Married,0,1,Manager,0
36,3,3,6,2,22359,2,5,32,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager,0
46,2,5,6,1,23684,4,4,11,Self Enquiry,3,Salaried,Female,Married,1,0,Manager,0
21,3,3,3,1,21001,4,4,16,Company Invited,3,Small Business,Female,Single,1,0,Executive,1
45,3,3,6,2,24663,5,5,7,Self Enquiry,2,Salaried,Fe Male,Unmarried,0,1,Manager,0
32,3,3,2,2,21373,4,4,9,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
27,2,4,2,0,21142,4,1,10,Self Enquiry,1,Salaried,Male,Married,1,1,Manager,0
32,3,3,3,2,21589,3,4,33,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
41,3,3,3,2,34419,4,3,15,Company Invited,1,Small Business,Male,Married,0,1,VP,0
50,2,3,6,1,33740,4,4,13,Self Enquiry,1,Small Business,Female,Married,1,1,VP,0
42,2,3,3,0,25124,3,3,8,Company Invited,1,Salaried,Male,Married,1,1,Senior Manager,0
32,3,4,3,1,21179,3,4,7,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
41,4,3,2,3,22222,3,4,23,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
32,3,5,2,0,17827,3,3,8,Company Invited,3,Salaried,Female,Married,0,1,Executive,0
30,2,3,1,1,17064,1,3,6,Self Enquiry,2,Salaried,Male,Married,0,0,Executive,0
52,4,4,5,2,32412,5,4,10,Self Enquiry,1,Small Business,Female,Single,0,1,AVP,0
32,3,4,1,2,17269,1,4,6,Self Enquiry,3,Small Business,Male,Married,0,0,Executive,0
53,3,3,3,0,30427,3,4,8,Self Enquiry,3,Salaried,Female,Married,0,0,AVP,0
37,4,3,2,3,25264,5,4,21,Self Enquiry,1,Salaried,Male,Divorced,1,1,Manager,0
34,2,5,2,0,21125,4,3,16,Self Enquiry,1,Small Business,Male,Single,0,0,Manager,1
24,2,3,1,1,17145,4,3,16,Company Invited,2,Small Business,Male,Married,0,1,Executive,0
31,4,5,2,2,22793,2,4,36,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
22,3,3,1,0,17773,2,3,12,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
41,4,4,6,3,31872,3,2,31,Company Invited,3,Salaried,Female,Single,1,1,AVP,1
31,4,3,3,2,20761,3,4,10,Company Invited,1,Small Business,Female,Married,0,1,Executive,0
34,2,5,3,1,17960,2,3,12,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,1
46,3,5,1,0,32048,2,3,8,Self Enquiry,3,Small Business,Female,Divorced,0,1,AVP,0
26,2,3,2,1,17293,2,5,31,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,1
36,3,5,3,2,23886,3,2,25,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
23,4,5,3,2,21129,1,6,15,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
29,3,5,2,1,21239,4,5,9,Company Invited,1,Small Business,Male,Single,0,0,Executive,1
32,2,3,2,0,17795,5,3,31,Self Enquiry,1,Salaried,Male,Single,1,1,Executive,1
29,3,3,8,1,23060,3,4,9,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Executive,1
20,2,3,2,0,17783,4,3,8,Self Enquiry,3,Small Business,Female,Single,0,0,Executive,0
20,2,3,2,1,17678,3,1,27,Self Enquiry,3,Small Business,Male,Single,0,1,Executive,0
58,3,3,1,0,17372,5,4,8,Self Enquiry,1,Large Business,Female,Married,0,0,Senior Manager,1
34,2,4,2,0,17008,2,3,16,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
38,3,3,2,2,21674,5,4,11,Self Enquiry,1,Salaried,Male,Divorced,1,1,Executive,0
29,2,3,2,1,17157,3,3,26,Company Invited,3,Large Business,Female,Married,0,0,Executive,0
36,4,3,6,3,29055,5,5,15,Company Invited,3,Small Business,Female,Married,1,1,Senior Manager,0
33,4,3,2,2,23326,3,4,17,Company Invited,3,Small Business,Male,Unmarried,0,1,Manager,0
50,4,4,4,3,24068,3,5,9,Company Invited,3,Small Business,Male,Married,0,1,Manager,0
18,3,3,2,2,16200,2,4,16,Self Enquiry,3,Small Business,Female,Single,0,1,Executive,0
53,3,3,2,1,21890,3,5,9,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Executive,0
36,3,3,3,2,23882,4,4,14,Self Enquiry,3,Salaried,Female,Married,1,1,Manager,0
27,3,3,2,2,20769,3,4,16,Self Enquiry,3,Small Business,Female,Divorced,1,1,Manager,0
27,2,4,2,1,17478,3,3,11,Self Enquiry,1,Salaried,Female,Single,1,0,Executive,0
26,3,4,3,1,21091,2,5,26,Self Enquiry,3,Small Business,Male,Divorced,1,0,Executive,1
35,2,3,4,1,20916,4,4,29,Self Enquiry,1,Salaried,Male,Divorced,1,1,Manager,1
45,4,3,3,1,26557,4,2,9,Self Enquiry,1,Salaried,Female,Married,1,1,Senior Manager,0
42,3,3,1,0,21244,3,4,20,Self Enquiry,3,Small Business,Female,Single,0,1,Manager,0
41,4,3,5,2,22747,3,4,15,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
37,4,3,2,3,28416,5,4,18,Company Invited,3,Large Business,Female,Married,0,0,Senior Manager,0
55,3,4,4,1,25976,2,3,8,Company Invited,1,Salaried,Male,Divorced,0,1,Senior Manager,0
28,4,3,3,2,21195,4,4,11,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
39,4,3,2,2,27418,3,5,17,Self Enquiry,3,Small Business,Male,Married,1,1,Senior Manager,0
45,3,3,1,1,34202,4,1,6,Self Enquiry,1,Salaried,Male,Married,0,1,VP,0
33,2,3,2,1,32444,3,3,23,Company Invited,3,Salaried,Male,Single,0,1,AVP,0
20,4,4,3,3,20537,5,5,17,Company Invited,1,Small Business,Female,Single,1,0,Executive,1
40,3,5,2,2,23396,1,3,32,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
35,2,3,7,1,17258,1,4,6,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
28,3,4,8,1,20702,3,4,16,Company Invited,1,Small Business,Male,Married,0,0,Executive,0
40,3,3,1,0,25855,2,4,10,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,0
33,3,3,3,2,27676,4,4,15,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
56,4,3,5,3,28917,1,4,7,Self Enquiry,3,Salaried,Male,Married,0,0,Senior Manager,0
36,4,4,3,1,22927,3,4,8,Company Invited,1,Small Business,Male,Married,1,1,Executive,1
25,3,3,2,1,23677,4,4,10,Self Enquiry,3,Salaried,Female,Divorced,0,1,Manager,0
51,3,5,7,1,31947,3,5,24,Self Enquiry,1,Salaried,Female,Married,0,1,Senior Manager,0
38,3,4,5,0,17468,3,4,8,Company Invited,1,Small Business,Female,Married,0,0,Executive,0
58,3,3,5,1,32796,3,5,36,Self Enquiry,3,Small Business,Male,Married,0,0,AVP,0
33,2,3,6,1,17436,2,3,20,Self Enquiry,1,Small Business,Male,Divorced,1,0,Executive,1
35,3,3,2,0,20689,3,3,24,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
34,2,3,6,0,21029,1,5,9,Self Enquiry,3,Salaried,Female,Single,0,1,Manager,0
33,2,3,1,0,17781,2,3,15,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
31,3,3,5,1,22511,4,6,7,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
34,2,3,2,1,17220,2,3,16,Self Enquiry,3,Salaried,Female,Divorced,1,0,Executive,0
38,3,3,1,1,25609,2,3,9,Self Enquiry,3,Salaried,Male,Married,0,1,Senior Manager,0
31,2,4,1,0,17657,3,4,15,Self Enquiry,1,Salaried,Male,Single,1,1,Executive,0
32,3,3,2,2,24533,4,4,19,Self Enquiry,1,Small Business,Female,Divorced,1,0,Manager,0
36,4,4,3,2,20700,3,4,32,Company Invited,1,Salaried,Female,Married,1,1,Executive,1
55,3,3,2,2,29180,5,4,8,Company Invited,1,Salaried,Female,Married,0,0,Senior Manager,0
26,3,3,1,1,17544,4,1,12,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
31,3,3,6,1,20810,1,4,29,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
29,4,4,2,1,26333,4,4,10,Self Enquiry,1,Small Business,Female,Married,0,0,Senior Manager,0
46,4,3,5,2,20948,5,4,7,Self Enquiry,1,Small Business,Female,Married,0,0,Executive,0
49,3,4,2,1,26576,1,5,9,Self Enquiry,3,Small Business,Male,Unmarried,1,1,Manager,1
47,3,4,1,2,20467,3,3,20,Company Invited,1,Large Business,Male,Married,0,0,Manager,0
28,4,3,3,2,20996,2,4,11,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
32,4,3,6,1,26225,2,4,14,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
34,2,5,3,1,26631,1,4,11,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
27,2,3,2,1,21644,1,5,12,Self Enquiry,3,Salaried,Female,Unmarried,0,0,Executive,0
53,3,3,3,0,30427,3,4,8,Self Enquiry,3,Salaried,Female,Divorced,0,1,AVP,0
47,2,3,4,1,23936,5,4,14,Company Invited,1,Small Business,Female,Married,0,1,Manager,0
30,3,4,3,2,21482,3,5,13,Self Enquiry,2,Small Business,Male,Married,0,1,Executive,0
35,1,3,2,0,17859,4,4,6,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,0
32,3,4,7,0,17332,3,4,6,Company Invited,1,Salaried,Female,Divorced,0,1,Executive,0
32,3,4,2,1,21335,3,5,16,Self Enquiry,1,Salaried,Male,Unmarried,1,1,Executive,0
18,3,3,2,0,16904,5,3,14,Company Invited,1,Small Business,Male,Single,0,0,Executive,1
39,3,3,6,2,26539,1,4,7,Self Enquiry,1,Salaried,Fe Male,Unmarried,1,0,Senior Manager,0
52,3,3,4,2,31794,4,4,10,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,0
30,3,5,3,1,20997,1,5,7,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
31,3,3,4,0,24824,3,3,26,Company Invited,1,Salaried,Male,Married,0,1,Senior Manager,1
40,3,5,3,0,21516,1,3,14,Self Enquiry,1,Salaried,Female,Married,1,0,Manager,0
36,3,3,5,1,24820,1,4,17,Self Enquiry,1,Small Business,Fe Male,Unmarried,1,1,Manager,0
42,4,3,4,1,25489,2,5,9,Company Invited,1,Salaried,Fe Male,Unmarried,1,0,Manager,0
38,4,4,8,3,25125,1,4,7,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
34,3,5,6,2,17996,1,3,6,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
35,3,3,3,1,23487,3,4,13,Self Enquiry,1,Salaried,Female,Unmarried,0,0,Manager,0
38,2,5,2,0,20605,3,2,13,Self Enquiry,3,Small Business,Female,Married,1,0,Manager,0
20,4,5,2,2,21003,3,6,7,Company Invited,3,Large Business,Female,Single,0,1,Executive,1
35,4,3,3,1,24752,5,6,14,Company Invited,1,Salaried,Male,Unmarried,1,1,Manager,1
31,3,3,1,0,17791,5,1,26,Company Invited,3,Salaried,Male,Married,0,1,Executive,0
23,3,3,8,1,23453,2,5,7,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager,0
38,2,3,2,1,20666,3,3,16,Company Invited,3,Large Business,Female,Single,1,0,Manager,0
35,3,3,3,2,22493,3,4,17,Company Invited,1,Small Business,Male,Married,1,1,Executive,0
38,4,3,5,2,23127,3,4,32,Company Invited,1,Small Business,Female,Divorced,1,1,Manager,0
51,3,3,4,1,22368,3,5,7,Self Enquiry,1,Small Business,Male,Divorced,0,0,Executive,0
38,3,5,2,1,28582,4,3,6,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,0
32,3,3,2,2,21463,5,5,9,Company Invited,3,Salaried,Female,Unmarried,0,0,Executive,1
22,3,4,2,0,17472,3,3,13,Self Enquiry,1,Salaried,Male,Single,1,1,Executive,1
28,3,3,3,2,28659,1,4,27,Company Invited,3,Salaried,Female,Single,0,1,Manager,0
52,2,3,1,1,18149,2,3,17,Self Enquiry,1,Salaried,Female,Divorced,0,1,Manager,0
24,2,3,2,1,16555,1,5,28,Self Enquiry,2,Salaried,Male,Married,0,0,Executive,1
26,2,5,7,1,20326,3,4,14,Self Enquiry,3,Large Business,Male,Single,0,1,Manager,1
35,3,3,2,1,21263,1,2,27,Self Enquiry,1,Large Business,Female,Divorced,0,1,Executive,0
37,4,3,4,2,26457,3,4,25,Company Invited,1,Salaried,Male,Unmarried,0,0,Manager,0
52,2,4,1,1,25445,3,3,13,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Senior Manager,0
34,3,4,5,2,20955,5,4,10,Self Enquiry,2,Salaried,Male,Married,1,0,Executive,0
56,2,3,5,0,22260,1,5,13,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Senior Manager,0
36,3,3,7,0,20237,3,3,33,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
39,2,3,2,0,34272,5,4,13,Company Invited,1,Small Business,Male,Married,0,1,VP,0
28,3,5,2,1,25489,3,5,14,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Manager,0
38,3,3,4,1,24824,3,3,16,Self Enquiry,1,Small Business,Female,Married,0,0,Manager,0
47,3,3,4,1,26057,1,4,9,Self Enquiry,1,Large Business,Male,Married,0,0,Manager,0
34,2,3,2,1,24547,4,4,8,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
34,3,3,3,1,23186,5,5,36,Company Invited,1,Small Business,Female,Unmarried,0,1,Manager,1
49,4,5,6,2,24164,4,4,14,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
25,2,3,2,0,21180,4,3,32,Self Enquiry,3,Small Business,Female,Single,0,0,Manager,0
49,3,3,2,1,21804,2,3,24,Company Invited,1,Salaried,Male,Married,1,0,Manager,0
37,2,3,6,1,25609,1,4,6,Self Enquiry,3,Salaried,Male,Married,0,1,Senior Manager,1
26,3,3,2,2,17305,3,5,23,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
41,3,3,4,2,21487,5,5,9,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Executive,0
45,3,3,7,2,28887,1,4,9,Company Invited,1,Small Business,Male,Single,1,0,Senior Manager,0
34,4,3,3,3,22278,1,4,9,Self Enquiry,2,Salaried,Male,Married,0,1,Executive,0
36,3,3,7,1,21815,1,3,6,Self Enquiry,3,Salaried,Female,Unmarried,0,1,Manager,0
33,4,3,2,2,21746,5,4,9,Company Invited,1,Salaried,Male,Unmarried,0,1,Executive,0
36,3,5,2,2,28984,5,5,17,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,1
29,2,5,1,1,18339,4,4,8,Company Invited,1,Small Business,Male,Single,0,1,Executive,1
50,3,3,2,1,32642,3,5,7,Self Enquiry,1,Large Business,Female,Single,1,1,AVP,0
33,3,4,1,1,21146,2,3,28,Company Invited,3,Small Business,Male,Divorced,0,0,Manager,0
21,4,5,3,3,21278,3,5,18,Self Enquiry,1,Small Business,Female,Unmarried,1,1,Executive,1
36,4,3,8,2,26501,5,4,10,Self Enquiry,3,Salaried,Male,Married,0,0,Senior Manager,0
39,3,4,2,2,21669,1,4,7,Company Invited,2,Salaried,Male,Married,1,1,Executive,0
45,4,5,7,2,24132,1,4,7,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,0
31,3,5,4,1,21410,3,4,8,Self Enquiry,2,Salaried,Male,Divorced,0,0,Manager,0
19,2,3,2,1,16675,2,3,28,Self Enquiry,3,Small Business,Male,Single,1,0,Executive,1
21,2,3,2,0,17610,4,3,15,Company Invited,3,Small Business,Male,Single,0,1,Executive,0
57,2,3,3,1,21755,3,3,6,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
45,3,5,5,0,25761,1,3,15,Self Enquiry,3,Small Business,Male,Married,1,0,Senior Manager,0
26,2,3,2,1,20472,3,1,8,Self Enquiry,1,Small Business,Male,Divorced,0,1,Manager,0
33,2,3,5,0,22119,3,4,11,Self Enquiry,1,Salaried,Male,Married,0,0,Senior Manager,0
40,3,4,3,0,24705,4,4,16,Self Enquiry,3,Small Business,Male,Married,0,0,Senior Manager,0
41,4,4,5,2,24355,3,4,9,Self Enquiry,3,Small Business,Female,Married,0,1,Manager,0
41,3,3,2,2,21419,2,4,26,Self Enquiry,1,Small Business,Male,Divorced,1,1,Manager,0
44,3,3,2,2,21133,5,4,17,Company Invited,1,Salaried,Female,Single,0,0,Executive,0
53,2,5,1,1,23381,2,3,6,Self Enquiry,3,Small Business,Female,Unmarried,0,1,Manager,0
32,3,3,1,1,18068,3,3,8,Company Invited,1,Salaried,Male,Single,0,1,Executive,0
29,4,3,3,1,23931,3,4,16,Self Enquiry,3,Salaried,Male,Unmarried,0,1,Manager,0
29,4,3,5,1,21587,3,4,7,Company Invited,3,Large Business,Male,Divorced,0,1,Executive,1
28,3,3,6,0,17377,3,3,15,Self Enquiry,1,Small Business,Female,Married,0,0,Executive,0
30,3,5,2,1,24051,3,4,7,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
30,3,3,3,2,20835,3,4,27,Company Invited,3,Large Business,Female,Married,0,0,Executive,0
54,3,3,4,1,20984,5,4,13,Self Enquiry,3,Small Business,Male,Divorced,1,0,Manager,0
35,3,3,7,1,24707,1,6,10,Self Enquiry,3,Salaried,Fe Male,Unmarried,0,1,Manager,0
46,3,4,3,2,20855,4,4,31,Self Enquiry,2,Small Business,Male,Single,0,0,Executive,0
28,3,3,2,2,21057,1,4,12,Company Invited,1,Salaried,Female,Single,1,1,Executive,0
52,2,5,2,0,31856,5,4,9,Self Enquiry,3,Small Business,Male,Divorced,0,1,AVP,0
28,4,3,3,1,23325,1,2,10,Company Invited,3,Small Business,Female,Married,1,1,Manager,0
31,3,3,2,1,21242,4,4,9,Company Invited,1,Small Business,Female,Single,0,1,Executive,0
33,2,4,7,1,17622,4,4,10,Self Enquiry,1,Small Business,Female,Married,0,0,Executive,0
32,3,5,2,1,24010,1,4,9,Company Invited,3,Salaried,Male,Unmarried,0,0,Manager,0
33,3,3,2,2,23346,2,6,16,Company Invited,3,Small Business,Male,Married,0,0,Manager,0
29,2,3,2,0,23853,3,3,8,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
35,4,3,5,3,21446,5,5,9,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
25,4,4,3,3,20888,1,4,24,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,1
38,3,3,1,2,23823,2,4,23,Self Enquiry,1,Salaried,Female,Divorced,0,0,Senior Manager,0
51,3,3,5,1,25474,5,4,15,Company Invited,3,Large Business,Male,Divorced,1,1,Manager,1
43,4,3,4,1,23909,5,2,10,Self Enquiry,1,Salaried,Female,Married,1,1,Manager,0
52,2,4,1,1,25445,3,3,5,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Senior Manager,0
31,3,3,5,0,22547,2,3,13,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
38,1,5,3,0,21288,5,4,18,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
23,4,3,2,1,21201,5,4,9,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,0
26,2,3,2,1,20296,5,3,6,Self Enquiry,3,Salaried,Male,Married,0,0,Manager,0
34,4,4,8,3,30556,3,4,12,Company Invited,1,Salaried,Female,Divorced,0,1,Senior Manager,0
32,3,3,5,1,24593,3,4,14,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
23,3,3,2,2,22849,5,4,10,Self Enquiry,1,Salaried,Female,Divorced,1,1,Manager,1
29,3,4,1,0,18291,5,3,16,Company Invited,1,Salaried,Female,Married,0,0,Executive,0
38,3,3,1,0,23740,3,4,16,Self Enquiry,3,Small Business,Male,Married,1,1,Senior Manager,0
41,3,5,2,2,21065,1,2,25,Self Enquiry,2,Salaried,Male,Married,0,1,Executive,1
49,3,4,5,1,26798,3,3,9,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager,0
37,3,5,3,1,21421,2,2,23,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Executive,1
49,4,3,4,3,22918,1,5,13,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager,0
47,4,3,6,2,24450,5,4,12,Company Invited,3,Small Business,Male,Unmarried,1,1,Manager,0
21,3,3,3,1,21461,4,4,9,Self Enquiry,3,Small Business,Female,Unmarried,0,0,Executive,0
55,2,3,5,1,20160,2,3,8,Self Enquiry,3,Small Business,Male,Single,0,0,Manager,1
42,3,5,1,1,21272,1,1,8,Company Invited,2,Small Business,Male,Married,0,1,Manager,0
26,2,3,2,1,20472,3,1,8,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
36,4,5,3,3,21128,1,5,7,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
37,4,3,2,1,26322,3,5,10,Self Enquiry,3,Small Business,Female,Married,0,1,Senior Manager,0
34,3,4,3,0,17311,3,3,33,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
25,2,3,2,1,17096,3,3,19,Self Enquiry,3,Small Business,Male,Married,0,1,Executive,0
36,3,5,2,2,22990,2,5,7,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Manager,0
28,3,3,2,0,17070,1,3,15,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
34,4,5,7,1,24002,3,4,23,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,1,Manager,1
28,4,4,4,2,21195,5,6,9,Self Enquiry,3,Small Business,Female,Single,1,1,VP,1
56,4,4,7,2,22215,1,5,29,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,0
53,3,3,4,1,31925,4,2,35,Company Invited,1,Small Business,Female,Divorced,1,0,AVP,0
33,3,5,1,1,23224,3,3,15,Self Enquiry,3,Small Business,Female,Unmarried,1,0,Manager,1
39,2,3,1,0,27169,3,3,8,Company Invited,1,Salaried,Male,Married,0,1,AVP,1
42,4,4,3,2,21818,4,4,27,Self Enquiry,3,Small Business,Female,Unmarried,1,0,Executive,1
30,4,3,8,1,21210,5,5,14,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
59,4,4,6,2,22024,1,5,16,Self Enquiry,1,Small Business,Female,Married,1,1,Executive,0
52,2,3,1,0,18212,3,4,8,Self Enquiry,1,Salaried,Female,Single,0,0,Executive,0
39,2,5,5,0,24991,4,4,12,Self Enquiry,1,Small Business,Male,Married,0,1,Senior Manager,0
35,3,5,4,1,21638,4,4,13,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Executive,1
38,2,3,4,1,17821,3,3,9,Company Invited,1,Salaried,Male,Divorced,0,1,Executive,0
33,4,3,3,3,24162,3,5,14,Self Enquiry,3,Salaried,Male,Divorced,0,1,Manager,0
39,3,3,3,1,21288,3,2,14,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
38,4,5,8,3,22130,1,4,17,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
33,4,4,2,1,21976,2,3,12,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
47,4,3,6,3,29046,3,4,9,Self Enquiry,3,Salaried,Male,Married,1,0,Senior Manager,0
45,3,3,1,2,34202,4,2,6,Self Enquiry,1,Salaried,Male,Divorced,0,1,VP,0
25,3,3,3,1,21403,4,2,30,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
43,4,3,2,2,38291,1,5,16,Self Enquiry,1,Salaried,Male,Single,0,1,VP,0
30,3,3,6,1,22940,5,4,26,Self Enquiry,1,Large Business,Male,Married,0,0,Manager,0
57,2,3,3,1,21755,3,3,6,Self Enquiry,1,Small Business,Male,Divorced,0,1,Manager,0
27,2,3,4,1,20071,4,5,8,Company Invited,3,Salaried,Male,Single,0,1,Manager,0
33,2,3,1,1,22104,2,3,14,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
53,2,3,3,0,17306,5,3,12,Self Enquiry,3,Small Business,Male,Divorced,1,0,Manager,0
60,3,5,6,2,21348,1,2,10,Self Enquiry,1,Small Business,Female,Married,1,0,Executive,0
37,3,3,7,2,25048,3,3,16,Company Invited,1,Small Business,Male,Married,0,1,Senior Manager,1
38,3,3,3,1,20793,1,4,7,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
